Species 1,Species 2,Dist,Std. Err
GQ868585.1,GQ199879.1,0.0376056142,0.0062603676
GQ868584.1,GQ199879.1,0.0248040755,0.0050810557
GQ868582.1,GQ199879.1,0.0268469847,0.0052063288
GQ868579.1,GQ199879.1,0.0268469847,0.0052429310
GQ868645.1,GQ199879.1,0.0409042707,0.0065962880
GQ868644.1,GQ199879.1,0.0398002260,0.0065214437
GQ252675.1,GQ199879.1,0.0009487666,0.0008960719
GQ199885.1,GQ199879.1,0.0227295762,0.0047098536
GQ199884.1,GQ199879.1,0.0237647698,0.0047445501
GQ199883.1,GQ199879.1,0.0227295762,0.0046935281
GQ199882.1,GQ199879.1,0.0216984702,0.0045827155
GQ199881.1,GQ199879.1,0.0237647698,0.0048475577
GQ199880.1,GQ199879.1,0.0009487666,0.0009552429
PZ049732.1,GQ199876.1,0.0842170110,0.0108505785
PX480447.1,GQ199876.1,0.0784777518,0.0103717350
PX480446.1,GQ199876.1,0.0759661122,0.0101494668
PX480445.1,GQ199876.1,0.0772191930,0.0101552580
PX480444.1,GQ199876.1,0.0747184737,0.0101345263
PX480443.1,GQ199876.1,0.0794392377,0.0106040973
PX480442.1,GQ199876.1,0.0747184737,0.0100861021
PX480441.1,GQ199876.1,0.0759661122,0.0100698545
PX480440.1,GQ199876.1,0.0772191930,0.0101345392
PX480439.1,GQ199876.1,0.0734762421,0.0098515271
PX480438.1,GQ199876.1,0.0695221734,0.0096557567
PX480437.1,GQ199876.1,0.0747184737,0.0101578643
PX683084.1,GQ199876.1,0.0817311151,0.0123648506
PX683079.1,GQ199876.1,0.0759661122,0.0101827109
PX683071.1,GQ199876.1,0.0761314068,0.0102019751
PX683067.1,GQ199876.1,0.0800672525,0.0121890719
PX492106.1,GQ199876.1,0.0258014650,0.0052034974
PX368925.1,GQ199876.1,0.0819729333,0.0107019590
PX297388.1,GQ199876.1,0.0451978814,0.0072576691
PV789651.1,GQ199876.1,0.1119314931,0.0133132577
PV344375.1,GQ199876.1,0.0710078595,0.0097163069
PV344355.1,GQ199876.1,0.1069932735,0.0128089936
PV344354.1,GQ199876.1,0.1056296353,0.0127470431
PP128486.1,GQ199876.1,0.0632740895,0.0090924329
PV138436.1,GQ199876.1,0.1075659809,0.0129087616
PQ667806.1,GQ199876.1,0.0258014650,0.0050822082
PQ555702.1,GQ199876.1,0.0660109610,0.0092728930
PP586203.1,GQ199876.1,0.1007517805,0.0123760564
PQ357326.1,GQ199876.1,0.0885750636,0.0109173047
ON799403.1,GQ199876.1,0.1023412589,0.0122716835
ON799402.1,GQ199876.1,0.1040061404,0.0126093238
ON123668.1,GQ199876.1,0.1063877117,0.0128640787
OL314747.1,GQ199876.1,0.0818209316,0.0107238531
OL314746.1,GQ199876.1,0.0745765097,0.0101738190
OL314745.1,GQ199876.1,0.0784777518,0.0105839614
OL314744.1,GQ199876.1,0.0807033104,0.0106776648
OL314743.1,GQ199876.1,0.0830933434,0.0108591498
OL314742.1,GQ199876.1,0.0721027814,0.0098660042
OL314741.1,GQ199876.1,0.0818209316,0.0107404322
OL314740.1,GQ199876.1,0.0858154717,0.0108253919
OL314739.1,GQ199876.1,0.0805540884,0.0106410906
OL314738.1,GQ199876.1,0.0767866067,0.0102795833
OL314737.1,GQ199876.1,0.0732008682,0.0100284422
OL314736.1,GQ199876.1,0.0695221734,0.0097211629
OL314735.1,GQ199876.1,0.0744377280,0.0100697261
OP411002.1,GQ199876.1,0.0770717956,0.0103149856
OP411001.1,GQ199876.1,0.0673449701,0.0094634330
OP411000.1,GQ199876.1,0.1075659809,0.0128825625
OP410999.1,GQ199876.1,0.0637288909,0.0091563552
ON908246.1,GQ199876.1,0.0974133654,0.0122150085
ON908242.1,GQ199876.1,0.1019293184,0.0126720585
ON908241.1,GQ199876.1,0.0992449082,0.0124631962
ON908240.1,GQ199876.1,0.1027461331,0.0124927959
ON908239.1,GQ199876.1,0.0758214404,0.0102992934
MZ215848.1,GQ199876.1,0.4010983539,0.0339895953
OK469362.1,GQ199876.1,0.0611202161,0.0087903865
OK469361.1,GQ199876.1,0.0578037031,0.0084832752
OK469360.1,GQ199876.1,0.0310173377,0.0057269655
OK469359.1,GQ199876.1,0.0289588252,0.0055182428
OK469358.1,GQ199876.1,0.0853439512,0.0113997426
OK605771.1,GQ199876.1,0.0989032722,0.0125621904
OK605770.1,GQ199876.1,0.0145692474,0.0038386630
OK605769.1,GQ199876.1,0.0905128205,0.0112513743
OK605767.1,GQ199876.1,0.0418584588,0.0069281054
MW192825.1,GQ199876.1,0.1073716005,0.0128577882
MW793460.1,GQ199876.1,0.0374691806,0.0064869579
MW793459.1,GQ199876.1,0.0384937628,0.0065694999
MN192436.1,GQ199876.1,0.0375359362,0.0064836766
MN018398.1,GQ199876.1,0.1114453102,0.0129944742
MN018397.1,GQ199876.1,0.1027461331,0.0124619499
MN018396.1,GQ199876.1,0.0812454688,0.0105037923
MN018395.1,GQ199876.1,0.1029208491,0.0126118916
MN018394.1,GQ199876.1,0.1250232484,0.0145380733
MN018393.1,GQ199876.1,0.0780369619,0.0103191826
MN018392.1,GQ199876.1,0.1064519558,0.0130378855
MN018391.1,GQ199876.1,0.1017507481,0.0126244934
MN018390.1,GQ199876.1,0.0964179803,0.0118928062
MH891769.1,GQ199876.1,0.1089452480,0.0129633056
NC 002640.1,GQ199876.1,0.0278966781,0.0054626939
MK514144.1,GQ199876.1,0.0106193108,0.0032943888
MK506266.1,GQ199876.1,0.0829418011,0.0107506568
MH823210.1,GQ199876.1,0.0758214404,0.0100079080
MH888334.1,GQ199876.1,0.0684320021,0.0093045398
MG601754.1,GQ199876.1,0.0989032722,0.0121773696
KY451945.1,GQ199876.1,0.1017507481,0.0126038004
KP188564.1,GQ199876.1,0.0145931759,0.0039074449
KP188561.1,GQ199876.1,0.0145931759,0.0039030450
KP188559.1,GQ199876.1,0.0116112957,0.0034796731
KT794007.1,GQ199876.1,0.0125985346,0.0036131727
KT276273.1,GQ199876.1,0.0386287781,0.0065709677
KJ160504.1,GQ199876.1,0.0288107951,0.0054031917
KF955510.1,GQ199876.1,0.0967545059,0.0123329679
JQ513345.1,GQ199876.1,0.1020819564,0.0125425284
JQ513344.1,GQ199876.1,0.0145282668,0.0037655193
JQ513343.1,GQ199876.1,0.0095914135,0.0030485070
JQ513342.1,GQ199876.1,0.0086497770,0.0029158828
JQ513341.1,GQ199876.1,0.0076605944,0.0026969394
JQ513340.1,GQ199876.1,0.0066917293,0.0024478564
JQ513339.1,GQ199876.1,0.0115609066,0.0034089459
JQ513337.1,GQ199876.1,0.0299083969,0.0056593765
JQ513336.1,GQ199876.1,0.0309665132,0.0057386477
JQ513335.1,GQ199876.1,0.0268017058,0.0053238554
JQ513334.1,GQ199876.1,0.0289010989,0.0055692241
JQ513333.1,GQ199876.1,0.0057306851,0.0022637384
JQ513332.1,GQ199876.1,0.0086262472,0.0027966876
JQ513330.1,GQ199876.1,0.0076605944,0.0026343811
JN819409.1,GQ199876.1,0.0176144421,0.0042410941
JN819406.1,GQ199876.1,0.0066917293,0.0026189154
GQ868585.1,GQ199876.1,0.0047723776,0.0021874534
GQ868584.1,GQ199876.1,0.0125985346,0.0036005349
GQ868582.1,GQ199876.1,0.0226897008,0.0048607765
GQ868579.1,GQ199876.1,0.0206356097,0.0046171294
GQ868645.1,GQ199876.1,0.0076789943,0.0027105080
GQ868644.1,GQ199876.1,0.0067064063,0.0025707195
GQ252675.1,GQ199876.1,0.0332086349,0.0058789997
GQ199885.1,GQ199876.1,0.0206714276,0.0046389550
GQ199884.1,GQ199876.1,0.0216984702,0.0047370361
GQ199883.1,GQ199876.1,0.0206714276,0.0046039284
GQ199882.1,GQ199876.1,0.0196484246,0.0045053503
GQ199881.1,GQ199876.1,0.0216984702,0.0047341522
GQ199880.1,GQ199876.1,0.0353635258,0.0061272124
GQ199879.1,GQ199876.1,0.0342839037,0.0060200978
PZ049732.1,FJ882601.1,0.0741697360,0.0098003948
PX480447.1,FJ882601.1,0.0697816392,0.0097098654
PX480446.1,FJ882601.1,0.0673449701,0.0094743258
PX480445.1,FJ882601.1,0.0710078595,0.0097549762
PX480444.1,FJ882601.1,0.0661344538,0.0094523820
PX480443.1,FJ882601.1,0.0683064561,0.0095351071
PX480442.1,FJ882601.1,0.0661344538,0.0094226110
PX480441.1,FJ882601.1,0.0673449701,0.0094487463
PX480440.1,FJ882601.1,0.0710078595,0.0098408320
PX480439.1,FJ882601.1,0.0625337787,0.0090397694
PX480438.1,FJ882601.1,0.0634952646,0.0091200539
PX480437.1,FJ882601.1,0.0661344538,0.0094422247
PX683084.1,FJ882601.1,0.0751324680,0.0115747382
PX683079.1,FJ882601.1,0.0697816392,0.0096563498
PX683071.1,FJ882601.1,0.0699318371,0.0096735085
PX683067.1,FJ882601.1,0.0735062057,0.0113972029
PX492106.1,FJ882601.1,0.0165755703,0.0040526288
PX368925.1,FJ882601.1,0.0756799596,0.0101233446
PX297388.1,FJ882601.1,0.0353011700,0.0062505472
PV789651.1,FJ882601.1,0.1119314931,0.0131697113
PV344375.1,FJ882601.1,0.0649291050,0.0091208075
PV344355.1,FJ882601.1,0.1069932735,0.0125960888
PV344354.1,FJ882601.1,0.1056296353,0.0124615391
PP128486.1,FJ882601.1,0.0527866046,0.0081525697
PV138436.1,FJ882601.1,0.1034657106,0.0124845758
PQ667806.1,FJ882601.1,0.0165755703,0.0040201398
PQ555702.1,FJ882601.1,0.0600479318,0.0089748336
PP586203.1,FJ882601.1,0.1007517805,0.0120596630
PQ357326.1,FJ882601.1,0.0808557654,0.0103737001
ON799403.1,FJ882601.1,0.0956427648,0.0115838275
ON799402.1,FJ882601.1,0.0972532315,0.0121114133
ON123668.1,FJ882601.1,0.0996001981,0.0121348216
OL314747.1,FJ882601.1,0.0755416760,0.0102626891
OL314746.1,FJ882601.1,0.0684320021,0.0095833262
OL314745.1,FJ882601.1,0.0719693454,0.0099764991
OL314744.1,FJ882601.1,0.0719693454,0.0100763781
OL314743.1,FJ882601.1,0.0743021346,0.0102670835
OL314742.1,FJ882601.1,0.0660109610,0.0094553110
OL314741.1,FJ882601.1,0.0730679477,0.0101393482
OL314740.1,FJ882601.1,0.0756799596,0.0100227798
OL314739.1,FJ882601.1,0.0718390805,0.0099884129
OL314738.1,FJ882601.1,0.0706154987,0.0099381986
OL314737.1,FJ882601.1,0.0670959397,0.0096389384
OL314736.1,FJ882601.1,0.0634952646,0.0093298769
OL314735.1,FJ882601.1,0.0683064561,0.0096901815
OP411002.1,FJ882601.1,0.0708739142,0.0098435880
OP411001.1,FJ882601.1,0.0589787298,0.0086219015
OP411000.1,FJ882601.1,0.1034657106,0.0124107144
OP410999.1,FJ882601.1,0.0578037031,0.0087632918
ON908246.1,FJ882601.1,0.0974133654,0.0119061268
ON908242.1,FJ882601.1,0.0939479115,0.0118687657
ON908241.1,FJ882601.1,0.0913346872,0.0116077133
ON908240.1,FJ882601.1,0.1027461331,0.0121381216
ON908239.1,FJ882601.1,0.0721027814,0.0098164496
MZ215848.1,FJ882601.1,0.3805573057,0.0317771448
OK469362.1,FJ882601.1,0.0506766617,0.0077838490
OK469361.1,FJ882601.1,0.0497151758,0.0077425209
OK469360.1,FJ882601.1,0.0216256158,0.0046805514
OK469359.1,FJ882601.1,0.0196220548,0.0044703713
OK469358.1,FJ882601.1,0.0777591973,0.0105377969
OK605771.1,FJ882601.1,0.0910282876,0.0116428625
OK605770.1,FJ882601.1,0.0216606295,0.0047549207
OK605769.1,FJ882601.1,0.0802653678,0.0103908785
OK605767.1,FJ882601.1,0.0320818378,0.0059189798
MW192825.1,FJ882601.1,0.1005840869,0.0122374720
MW793460.1,FJ882601.1,0.0278493092,0.0055332644
MW793459.1,FJ882601.1,0.0288545047,0.0056248893
MN192436.1,FJ882601.1,0.0258014650,0.0051923000
MN018398.1,FJ882601.1,0.1018647904,0.0121629546
MN018397.1,FJ882601.1,0.1027461331,0.0121694272
MN018396.1,FJ882601.1,0.0737917721,0.0098698759
MN018395.1,FJ882601.1,0.0962548137,0.0118236582
MN018394.1,FJ882601.1,0.1165548000,0.0136138141
MN018393.1,FJ882601.1,0.0681840557,0.0094028236
MN018392.1,FJ882601.1,0.1010709270,0.0123418527
MN018391.1,FJ882601.1,0.1017507481,0.0122948920
MN018390.1,FJ882601.1,0.0898847499,0.0110278033
MH891769.1,FJ882601.1,0.1048262548,0.0124691694
NC 002640.1,FJ882601.1,0.0185976292,0.0043230317
MK514144.1,FJ882601.1,0.0343469819,0.0061622393
MK506266.1,FJ882601.1,0.0729382132,0.0097048773
MH823210.1,FJ882601.1,0.0718390805,0.0098038634
MH888334.1,FJ882601.1,0.0624179511,0.0088100961
MG601754.1,FJ882601.1,0.0989032722,0.0119016416
KY451945.1,FJ882601.1,0.0990723805,0.0120476705
KP188564.1,FJ882601.1,0.0365149924,0.0065186516
KP188561.1,FJ882601.1,0.0387006830,0.0065813969
KP188559.1,FJ882601.1,0.0354351396,0.0062517916
KT794007.1,FJ882601.1,0.0365149924,0.0063804288
KT276273.1,FJ882601.1,0.0268469847,0.0052649022
KJ160504.1,FJ882601.1,0.0195301161,0.0044122955
KF955510.1,FJ882601.1,0.0888970513,0.0113249571
JQ513345.1,FJ882601.1,0.0941893831,0.0115676408
JQ513344.1,FJ882601.1,0.0362992271,0.0063255986
JQ513343.1,FJ882601.1,0.0308735632,0.0058264883
JQ513342.1,FJ882601.1,0.0300170550,0.0057484441
JQ513341.1,FJ882601.1,0.0247189579,0.0051687206
JQ513340.1,FJ882601.1,0.0257582636,0.0052824668
JQ513339.1,FJ882601.1,0.0330955197,0.0060820103
JQ513337.1,FJ882601.1,0.0125466948,0.0035348228
JQ513336.1,FJ882601.1,0.0135363039,0.0036180565
JQ513335.1,FJ882601.1,0.0096095146,0.0031211809
JQ513334.1,FJ882601.1,0.0115734990,0.0034062403
JQ513333.1,FJ882601.1,0.0247600942,0.0051976753
JQ513332.1,FJ882601.1,0.0257179208,0.0052448698
JQ513330.1,FJ882601.1,0.0247189579,0.0051568334
JN819409.1,FJ882601.1,0.0145931759,0.0039802471
JN819406.1,FJ882601.1,0.0278493092,0.0054195144
GQ868585.1,FJ882601.1,0.0279469108,0.0054757257
GQ868584.1,FJ882601.1,0.0176144421,0.0042332383
GQ868582.1,FJ882601.1,0.0175846212,0.0041605090
GQ868579.1,FJ882601.1,0.0155704534,0.0039755602
GQ868645.1,FJ882601.1,0.0311276496,0.0057668157
GQ868644.1,FJ882601.1,0.0300631496,0.0056447371
GQ252675.1,FJ882601.1,0.0258014650,0.0049986736
GQ199885.1,FJ882601.1,0.0057375412,0.0023298546
GQ199884.1,FJ882601.1,0.0047723776,0.0021622062
GQ199883.1,FJ882601.1,0.0038108943,0.0018918612
GQ199882.1,FJ882601.1,0.0047723776,0.0021495086
GQ199881.1,FJ882601.1,0.0047723776,0.0021014299
GQ199880.1,FJ882601.1,0.0278966781,0.0052586826
GQ199879.1,FJ882601.1,0.0268469847,0.0051355742
GQ199876.1,FJ882601.1,0.0247600942,0.0051248174
PZ049732.1,FJ882600.1,0.0755416760,0.0101446613
PX480447.1,FJ882600.1,0.0686925058,0.0097310202
PX480446.1,FJ882600.1,0.0662610628,0.0094946649
PX480445.1,FJ882600.1,0.0699160876,0.0097121395
PX480444.1,FJ882600.1,0.0638503571,0.0093563636
PX480443.1,FJ882600.1,0.0672188895,0.0094471117
PX480442.1,FJ882600.1,0.0650531344,0.0093747271
PX480441.1,FJ882600.1,0.0662610628,0.0093960909
PX480440.1,FJ882600.1,0.0699160876,0.0098511789
PX480439.1,FJ882600.1,0.0614601245,0.0090901043
PX480438.1,FJ882600.1,0.0624179511,0.0091580400
PX480437.1,FJ882600.1,0.0650531344,0.0094474768
PX683084.1,FJ882600.1,0.0802698713,0.0123255847
PX683079.1,FJ882600.1,0.0711449548,0.0100418069
PX683071.1,FJ882600.1,0.0712987013,0.0100611868
PX683067.1,FJ882600.1,0.0786107796,0.0121611288
PX492106.1,FJ882600.1,0.0155963345,0.0040359636
PX368925.1,FJ882600.1,0.0745765097,0.0101963019
PX297388.1,FJ882600.1,0.0342839037,0.0062489006
PV789651.1,FJ882600.1,0.1079925354,0.0127240576
PV344375.1,FJ882600.1,0.0662610628,0.0093489709
PV344355.1,FJ882600.1,0.1030990214,0.0121442661
PV344354.1,FJ882600.1,0.1017507481,0.0120355458
PP128486.1,FJ882600.1,0.0517301121,0.0080788137
PV138436.1,FJ882600.1,0.1009454296,0.0122987431
PQ667806.1,FJ882600.1,0.0155963345,0.0040193412
PQ555702.1,FJ882600.1,0.0566336187,0.0088694331
PP586203.1,FJ882600.1,0.0969457880,0.0115846502
PQ357326.1,FJ882600.1,0.0797418244,0.0104401819
ON799403.1,FJ882600.1,0.0931704450,0.0113713013
ON799402.1,FJ882600.1,0.0921254370,0.0116559847
ON123668.1,FJ882600.1,0.0971045808,0.0119349140
OL314747.1,FJ882600.1,0.0744377280,0.0103567698
OL314746.1,FJ882600.1,0.0673449701,0.0097177305
OL314745.1,FJ882600.1,0.0684320021,0.0098962865
OL314744.1,FJ882600.1,0.0708739142,0.0101728171
OL314743.1,FJ882600.1,0.0732008682,0.0103021429
OL314742.1,FJ882600.1,0.0649291050,0.0094612452
OL314741.1,FJ882600.1,0.0719693454,0.0102095982
OL314740.1,FJ882600.1,0.0721027814,0.0097359591
OL314739.1,FJ882600.1,0.0707431252,0.0100762597
OL314738.1,FJ882600.1,0.0695221734,0.0099632711
OL314737.1,FJ882600.1,0.0660109610,0.0097123912
OL314736.1,FJ882600.1,0.0624179511,0.0094098480
OL314735.1,FJ882600.1,0.0672188895,0.0097614081
OP411002.1,FJ882600.1,0.0673449701,0.0096643298
OP411001.1,FJ882600.1,0.0579125957,0.0086241243
OP411000.1,FJ882600.1,0.1009454296,0.0122249137
OP410999.1,FJ882600.1,0.0544096898,0.0086237582
ON908246.1,FJ882600.1,0.0936299232,0.0114765195
ON908242.1,FJ882600.1,0.0927995288,0.0115990273
ON908241.1,FJ882600.1,0.0901921085,0.0113691505
ON908240.1,FJ882600.1,0.0989032722,0.0117316378
ON908239.1,FJ882600.1,0.0710078595,0.0098773101
MZ215848.1,FJ882600.1,0.3744510843,0.0313325866
OK469362.1,FJ882600.1,0.0496262393,0.0077208478
OK469361.1,FJ882600.1,0.0486684127,0.0078785458
OK469360.1,FJ882600.1,0.0206356097,0.0047208179
OK469359.1,FJ882600.1,0.0186341098,0.0044485553
OK469358.1,FJ882600.1,0.0754065958,0.0102846963
OK605771.1,FJ882600.1,0.0873117508,0.0112525385
OK605770.1,FJ882600.1,0.0226526583,0.0050027099
OK605769.1,FJ882600.1,0.0804081055,0.0105079206
OK605767.1,FJ882600.1,0.0289505703,0.0056668494
MW192825.1,FJ882600.1,0.0980846818,0.0120286714
MW793460.1,FJ882600.1,0.0268469847,0.0055230824
MW793459.1,FJ882600.1,0.0278493092,0.0056079536
MN192436.1,FJ882600.1,0.0268017058,0.0053814880
MN018398.1,FJ882600.1,0.1020437552,0.0121456842
MN018397.1,FJ882600.1,0.0989032722,0.0117836351
MN018396.1,FJ882600.1,0.0726883279,0.0098839828
MN018395.1,FJ882600.1,0.0924806202,0.0115640149
MN018394.1,FJ882600.1,0.1153471068,0.0133584997
MN018393.1,FJ882600.1,0.0695221734,0.0097105516
MN018392.1,FJ882600.1,0.0972540756,0.0119923384
MN018391.1,FJ882600.1,0.0979117415,0.0118246827
MN018390.1,FJ882600.1,0.0926383925,0.0115475715
MH891769.1,FJ882600.1,0.1022967550,0.0122637320
NC 002640.1,FJ882600.1,0.0176144421,0.0043041145
MK514144.1,FJ882600.1,0.0353635258,0.0062785010
MK506266.1,FJ882600.1,0.0743021346,0.0100508303
MH823210.1,FJ882600.1,0.0658905910,0.0093265375
MH888334.1,FJ882600.1,0.0613437358,0.0089484798
MG601754.1,FJ882600.1,0.0950996678,0.0114822728
KY451945.1,FJ882600.1,0.0952632830,0.0115947114
KP188564.1,FJ882600.1,0.0375359362,0.0066173003
KP188561.1,FJ882600.1,0.0397260805,0.0066571440
KP188559.1,FJ882600.1,0.0364566784,0.0063865483
KT794007.1,FJ882600.1,0.0375359362,0.0065353399
KT276273.1,FJ882600.1,0.0278493092,0.0054055486
KJ160504.1,FJ882600.1,0.0185424478,0.0043129007
KF955510.1,FJ882600.1,0.0851933459,0.0109000839
JQ513345.1,FJ882600.1,0.0904559450,0.0111958378
JQ513344.1,FJ882600.1,0.0373241400,0.0064591709
JQ513343.1,FJ882600.1,0.0318874537,0.0059947371
JQ513342.1,FJ882600.1,0.0310285118,0.0058875784
JQ513341.1,FJ882600.1,0.0278048113,0.0055190872
JQ513340.1,FJ882600.1,0.0267592916,0.0053315320
JQ513339.1,FJ882600.1,0.0341121117,0.0062708407
JQ513337.1,FJ882600.1,0.0155095909,0.0040496500
JQ513336.1,FJ882600.1,0.0165088500,0.0041704264
JQ513335.1,FJ882600.1,0.0125466948,0.0037043395
JQ513334.1,FJ882600.1,0.0145297562,0.0039504708
JQ513333.1,FJ882600.1,0.0257582636,0.0052438405
JQ513332.1,FJ882600.1,0.0288107951,0.0055799361
JQ513330.1,FJ882600.1,0.0278048113,0.0054890104
JN819409.1,FJ882600.1,0.0155704534,0.0040957398
JN819406.1,FJ882600.1,0.0288545047,0.0055990829
GQ868585.1,FJ882600.1,0.0289505703,0.0056412844
GQ868584.1,FJ882600.1,0.0185976292,0.0045389474
GQ868582.1,FJ882600.1,0.0165505226,0.0041176915
GQ868579.1,FJ882600.1,0.0145481050,0.0039912162
GQ868645.1,FJ882600.1,0.0321376931,0.0059397016
GQ868644.1,FJ882600.1,0.0310710523,0.0058097489
GQ252675.1,FJ882600.1,0.0248040755,0.0050007495
GQ199885.1,FJ882600.1,0.0066976968,0.0025437127
GQ199884.1,FJ882600.1,0.0076684206,0.0027265391
GQ199883.1,FJ882600.1,0.0066976968,0.0025388740
GQ199882.1,FJ882600.1,0.0057306851,0.0023495209
GQ199881.1,FJ882600.1,0.0076684206,0.0027435587
GQ199880.1,FJ882600.1,0.0268951211,0.0052948879
GQ199879.1,FJ882600.1,0.0258475176,0.0051572008
GQ199876.1,FJ882600.1,0.0257582636,0.0053084078
FJ882601.1,FJ882600.1,0.0105896129,0.0032636140
PZ049732.1,FJ882599.1,0.0743021346,0.0098791161
PX480447.1,FJ882599.1,0.0708739142,0.0096384209
PX480446.1,FJ882599.1,0.0684320021,0.0094462798
PX480445.1,FJ882599.1,0.0721027814,0.0097189120
PX480444.1,FJ882599.1,0.0672188895,0.0093922036
PX480443.1,FJ882599.1,0.0718390805,0.0096916883
PX480442.1,FJ882599.1,0.0672188895,0.0093539392
PX480441.1,FJ882599.1,0.0684320021,0.0093619129
PX480440.1,FJ882599.1,0.0696503324,0.0095949132
PX480439.1,FJ882599.1,0.0636105246,0.0090038699
PX480438.1,FJ882599.1,0.0645756909,0.0091041466
PX480437.1,FJ882599.1,0.0672188895,0.0094404599
PX683084.1,FJ882599.1,0.0735062057,0.0114694391
PX683079.1,FJ882599.1,0.0672188895,0.0096396269
PX683071.1,FJ882599.1,0.0673626897,0.0096582223
PX683067.1,FJ882599.1,0.0718891443,0.0112746488
PX492106.1,FJ882599.1,0.0165505226,0.0040186861
PX368925.1,FJ882599.1,0.0755416760,0.0102844959
PX297388.1,FJ882599.1,0.0352417303,0.0062267665
PV789651.1,FJ882599.1,0.1093623931,0.0128800168
PV344375.1,FJ882599.1,0.0672188895,0.0093903270
PV344355.1,FJ882599.1,0.1044534093,0.0122237851
PV344354.1,FJ882599.1,0.1030990214,0.0121463290
PP128486.1,FJ882599.1,0.0527027027,0.0081007092
PV138436.1,FJ882599.1,0.1050178540,0.0126626119
PQ667806.1,FJ882599.1,0.0185686302,0.0042704771
PQ555702.1,FJ882599.1,0.0575951047,0.0089206773
PP586203.1,FJ882599.1,0.0982611595,0.0118116601
PQ357326.1,FJ882599.1,0.0832481432,0.0106435732
ON799403.1,FJ882599.1,0.0994669996,0.0118521506
ON799402.1,FJ882599.1,0.0999360614,0.0123011432
ON123668.1,FJ882599.1,0.1034657106,0.0124544646
OL314747.1,FJ882599.1,0.0729382132,0.0101045715
OL314746.1,FJ882599.1,0.0683064561,0.0097076078
OL314745.1,FJ882599.1,0.0718390805,0.0102109781
OL314744.1,FJ882599.1,0.0693971684,0.0099901017
OL314743.1,FJ882599.1,0.0717119930,0.0101589220
OL314742.1,FJ882599.1,0.0658905910,0.0094966590
OL314741.1,FJ882599.1,0.0704910411,0.0100543992
OL314740.1,FJ882599.1,0.0755416760,0.0099331142
OL314739.1,FJ882599.1,0.0692753239,0.0099241801
OL314738.1,FJ882599.1,0.0670959397,0.0097936856
OL314737.1,FJ882599.1,0.0645756909,0.0095259952
OL314736.1,FJ882599.1,0.0610130981,0.0092237256
OL314735.1,FJ882599.1,0.0657733500,0.0095627076
OP411002.1,FJ882599.1,0.0707431252,0.0099641099
OP411001.1,FJ882599.1,0.0588704223,0.0087235390
OP411000.1,FJ882599.1,0.1050178540,0.0125998181
OP410999.1,FJ882599.1,0.0600479318,0.0090016886
ON908246.1,FJ882599.1,0.0949394422,0.0116931280
ON908242.1,FJ882599.1,0.0954302817,0.0118980158
ON908241.1,FJ882599.1,0.0927995288,0.0116070151
ON908240.1,FJ882599.1,0.1002364389,0.0119003008
ON908239.1,FJ882599.1,0.0719693454,0.0100142533
MZ215848.1,FJ882599.1,0.3713930348,0.0314543779
OK469362.1,FJ882599.1,0.0505914055,0.0078171923
OK469361.1,FJ882599.1,0.0496262393,0.0077400781
OK469360.1,FJ882599.1,0.0215934363,0.0046055225
OK469359.1,FJ882599.1,0.0195937748,0.0044019642
OK469358.1,FJ882599.1,0.0778964659,0.0105562045
OK605771.1,FJ882599.1,0.0885954104,0.0115127564
OK605770.1,FJ882599.1,0.0236837643,0.0050576421
OK605769.1,FJ882599.1,0.0791495467,0.0104044532
OK605767.1,FJ882599.1,0.0320288789,0.0058383500
MW192825.1,FJ882599.1,0.1021113227,0.0123898020
MW793460.1,FJ882599.1,0.0278048113,0.0055129753
MW793459.1,FJ882599.1,0.0288107951,0.0055886314
MN192436.1,FJ882599.1,0.0278493092,0.0055339139
MN018398.1,FJ882599.1,0.1033968605,0.0123857740
MN018397.1,FJ882599.1,0.1002364389,0.0119306472
MN018396.1,FJ882599.1,0.0748984370,0.0098465267
MN018395.1,FJ882599.1,0.0960950528,0.0118428839
MN018394.1,FJ882599.1,0.1167390714,0.0135554786
MN018393.1,FJ882599.1,0.0717119930,0.0096137745
MN018392.1,FJ882599.1,0.0985753391,0.0122942417
MN018391.1,FJ882599.1,0.0992449082,0.0120197081
MN018390.1,FJ882599.1,0.0926383925,0.0115060566
MH891769.1,FJ882599.1,0.1063877117,0.0126440444
NC 002640.1,FJ882599.1,0.0185686302,0.0042630099
MK514144.1,FJ882599.1,0.0364475277,0.0063772642
MK506266.1,FJ882599.1,0.0730679477,0.0097674122
MH823210.1,FJ882599.1,0.0717119930,0.0097155613
MH888334.1,FJ882599.1,0.0646903769,0.0091345004
MG601754.1,FJ882599.1,0.0964179803,0.0116624326
KY451945.1,FJ882599.1,0.0965845465,0.0117900083
KP188564.1,FJ882599.1,0.0386287781,0.0067148135
KP188561.1,FJ882599.1,0.0408278710,0.0068128199
KP188559.1,FJ882599.1,0.0375452346,0.0064807245
KT794007.1,FJ882599.1,0.0386287781,0.0066321412
KT276273.1,FJ882599.1,0.0289010989,0.0055672866
KJ160504.1,FJ882599.1,0.0215376104,0.0045660411
KF955510.1,FJ882599.1,0.0864741796,0.0111870282
JQ513345.1,FJ882599.1,0.0917424398,0.0114357330
JQ513344.1,FJ882599.1,0.0384093132,0.0066428367
JQ513343.1,FJ882599.1,0.0329476914,0.0060912958
